Date,HDFC Top 100 Fund,SBI Bluechip Fund,ICICI Pru Focused Equity,Axis Bluechip Fund,Mirae Asset Large Cap,Kotak Bluechip Fund,Nippon India Large Cap,UTI Mastershare Fund,Canara Robeco Bluechip,DSP Top 100 Equity Fund,Franklin India Bluechip,Tata Large Cap Fund,Aditya Birla SL Frontline,Invesco India Largecap,IDFC Large Cap Fund,HDFC Mid-Cap Opportunities,SBI Magnum Midcap Fund,ICICI Pru Midcap Fund,Axis Midcap Fund,Mirae Asset Midcap Fund,Kotak Emerging Equity,Nippon India Growth Fund,UTI Mid Cap Fund,DSP Midcap Fund,Franklin India Prima Fund,HDFC Small Cap Fund,SBI Small Cap Fund,ICICI Pru Smallcap Fund,Axis Small Cap Fund,Nippon India Small Cap,Kotak Small Cap Fund,DSP Small Cap Fund,Tata Small Cap Fund,HDFC Flexi Cap Fund,SBI Flexi Cap Fund,Parag Parikh Flexi Cap,UTI Flexi Cap Fund,Canara Robeco Flexi Cap,PGIM India Flexi Cap,Mirae Asset Flexi Cap Fund
2019-01-15,93.956,93.0128,97.7352,94.2395,93.7747,94.469,93.3921,95.2849,96.391,96.2924,94.1182,92.9056,91.2957,94.3567,95.3473,93.3602,91.189,96.1691,94.9919,96.9505,97.3557,95.5232,96.047,94.5732,97.566,92.6371,100.481,92.7692,95.1709,96.0054,97.242,94.3554,93.1478,93.0683,95.0502,92.3693,96.0036,100.2282,93.8752,97.1951
2019-01-16,93.2992,92.0801,95.7457,94.2589,93.3458,93.5912,92.5089,94.3943,95.4086,95.9929,93.1193,90.4442,91.6618,94.0844,94.013,92.5346,90.5313,94.4272,94.1563,94.8668,96.4264,95.2451,95.4587,93.1028,96.6757,91.8611,100.5842,91.5965,94.9111,94.6694,96.8683,92.1375,92.7244,92.434,94.3783,92.0168,94.6342,98.3431,91.891,97.1928
2019-01-17,93.8189,91.4411,95.1892,93.9471,93.0748,93.32,92.2924,94.3283,95.8623,95.8963,93.372,90.5736,90.7435,93.991,92.8959,92.7741,90.6051,94.2683,93.7838,95.1325,96.3651,96.2454,94.7397,92.6277,97.2322,92.0109,100.5019,91.3077,93.9717,95.0848,96.4913,91.3501,92.7815,92.6486,93.9584,92.3963,94.175,98.6272,91.204,96.1505
2019-01-18,93.5164,91.7014,95.3359,95.1197,94.1406,93.9566,92.2187,94.6323,96.5391,96.2285,93.8343,91.6136,91.0873,94.9213,92.3386,93.5422,90.4859,94.6649,93.8648,95.6539,98.1761,97.1672,95.0219,92.8838,98.2426,92.8636,101.8624,91.8192,93.5093,95.3119,96.4755,92.1467,93.3098,92.339,95.4144,91.9592,94.8075,98.6849,90.3746,96.3573
2019-01-21,95.6496,93.8442,96.8248,95.919,96.8048,96.4909,94.271,95.7023,98.7187,98.5136,96.1471,93.1584,91.9239,97.7882,94.4219,95.7435,92.7368,98.8752,95.8245,97.4556,99.4758,98.5136,96.7164,95.8268,100.6304,95.906,104.4976,93.8163,95.6011,98.1373,97.9714,95.2095,95.144,94.1591,98.247,93.5636,96.4231,99.9039,94.1285,98.0911
2019-01-22,96.4946,93.5225,96.917,98.0005,96.7052,96.9097,95.2904,95.975,98.6292,98.8526,96.3094,92.8378,93.065,97.9237,94.5854,95.4709,92.2918,99.5116,96.3534,97.0577,99.1905,99.1901,96.9429,95.5717,100.3276,96.6853,103.7444,94.0624,97.0489,98.9891,97.197,95.0116,95.375,93.3536,99.081,93.6047,96.3145,99.5211,94.3882,98.4955
2019-01-23,96.8411,93.6035,97.8407,99.5267,97.8073,96.8057,96.2092,95.6232,98.9507,98.8169,96.5761,93.3278,93.5859,98.3594,94.632,95.9806,92.9985,101.1187,96.6342,96.559,99.2573,98.9729,96.798,96.3066,100.8265,96.9805,103.4507,94.5111,97.9225,99.6953,97.159,95.4775,95.4894,92.3278,100.1159,93.8243,96.9422,100.6262,95.1206,99.2797
2019-01-24,98.6741,93.7819,98.5782,99.24,98.1267,95.8878,96.6633,95.6643,98.8438,98.8068,96.6413,93.2017,93.6217,98.145,95.0074,95.976,91.9892,101.9435,97.1759,96.2286,98.7348,98.7321,96.5328,95.9066,101.534,97.3088,103.6147,94.7083,97.7444,100.0461,96.6793,96.8628,94.6628,93.3283,99.5653,94.6003,96.5383,100.4306,94.536,99.1077
2019-01-25,95.5407,92.0369,96.8619,95.169,95.4158,93.5311,94.8872,94.6049,96.1902,96.9881,94.4883,90.8928,92.6324,95.5624,93.3184,94.0871,89.6021,99.3131,94.7266,94.6017,95.6219,96.7971,94.6378,92.8267,100.9384,94.793,101.5848,92.0186,95.2315,98.9787,94.0251,94.9111,92.2933,92.3091,96.7123,93.2312,95.7686,99.188,92.5981,97.8438
2019-01-28,96.2484,91.8955,97.5306,95.3842,95.695,93.5779,94.6901,94.4841,96.1348,96.4453,94.2915,90.8379,92.7211,95.0664,93.4561,94.0183,89.4295,99.0206,94.992,94.3439,93.7824,97.002,94.4938,93.5121,99.972,94.6855,102.5591,91.8378,94.4714,99.2337,94.3419,95.4456,92.4821,92.3047,96.2356,93.139,96.4478,99.4908,93.1322,97.9247
2019-01-29,96.2645,92.2641,97.8446,94.4148,95.6714,93.3202,93.9616,94.034,95.9515,96.8254,94.161,91.8025,92.9381,95.6033,93.5667,93.98,90.3115,97.8895,95.2975,94.8157,92.6576,97.1391,94.4325,94.1276,100.0717,94.585,102.8856,92.1308,95.0186,99.4381,94.4461,95.1767,92.4707,91.2217,96.5449,93.8645,96.4402,99.7472,93.8802,97.7028
2019-01-30,99.4533,94.5208,100.0607,97.9175,99.418,95.6892,96.5487,96.1856,98.9957,100.1944,96.9702,95.1121,95.469,98.469,95.4222,96.9516,93.1899,100.6961,98.1962,96.7118,95.9764,99.4667,96.6307,97.8359,102.0792,97.7424,104.7458,94.6451,98.1282,102.8676,96.8054,98.9608,95.2435,93.0454,98.8889,97.0123,99.3887,101.886,96.8868,100.2329
2019-01-31,99.598,94.5618,100.4898,98.0147,98.2597,95.2458,96.2356,95.6568,99.35,99.8338,96.3183,94.2506,95.6479,99.2785,95.4367,96.2521,93.7031,100.9988,97.7271,96.3206,95.8006,99.8968,96.6083,97.1028,103.0264,97.659,104.1394,94.4875,97.5534,103.3824,97.1401,98.411,95.3761,93.1596,99.1557,96.4878,99.3055,102.1144,97.4017,99.382
2019-02-01,99.5097,94.6734,100.8549,97.7244,98.3401,94.9911,97.2197,96.2344,99.2726,100.7988,96.2179,94.0525,95.6789,100.1865,96.0551,97.4589,94.4956,101.2714,97.5865,96.9426,96.7325,99.9639,97.5123,98.4085,101.8535,98.6462,105.0828,94.9072,97.7439,105.1495,97.3022,98.3743,96.0284,93.1727,99.6009,96.4328,99.4491,102.1629,97.4332,99.5877
2019-02-04,99.6878,94.7782,102.1249,98.5735,98.7131,94.3631,97.402,96.166,99.9719,100.586,96.3082,94.5646,95.54,99.7786,96.003,98.0816,94.8982,101.5819,97.7969,96.7643,96.3293,100.6801,97.819,98.3498,101.1783,98.9071,103.6745,94.094,97.7759,105.0805,96.6975,99.189,96.6225,94.0626,98.6042,97.8505,100.3159,102.3019,97.7116,99.5124
2019-02-05,97.2263,93.3182,100.2454,97.6772,97.0021,94.1529,97.0824,95.9353,98.6158,99.361,95.209,92.976,94.8823,98.922,94.8959,95.9511,93.3194,98.456,96.8159,95.5319,95.0378,98.6456,97.2295,96.7362,101.1791,97.138,101.306,92.566,97.7762,103.0436,95.8987,97.4632,94.6322,93.4403,98.3429,96.5652,99.3389,102.016,96.3312,98.0943
2019-02-06,98.9132,95.1755,100.9997,99.9671,98.7215,95.7021,99.1026,97.5371,99.6076,100.6905,96.9122,95.0832,96.2276,100.0978,95.7466,97.8718,95.4186,100.4359,97.7587,96.3421,97.3855,100.0409,98.17,98.8729,101.8958,98.3758,102.3328,94.0737,99.0449,105.2864,95.0543,98.9077,95.7435,93.9074,99.2074,97.3084,100.1107,104.1369,97.029,100.6589
2019-02-07,99.9992,95.8072,101.6472,101.0245,99.3161,97.366,99.7259,98.1869,100.8446,101.5613,97.1136,96.6583,96.9517,101.669,95.4773,97.8751,96.0738,102.3893,98.6356,96.7069,99.323,100.203,98.585,99.3224,101.7277,99.6392,103.9034,94.9626,99.2295,105.6179,95.6933,100.7742,96.9367,93.6495,100.6364,97.9918,101.0985,104.6273,96.7946,102.2013
2019-02-08,101.3673,97.0348,102.6795,101.0169,101.2105,98.444,99.589,99.2893,101.6575,102.3858,98.0541,96.5248,96.9205,102.3627,96.2991,99.4802,95.7441,102.2387,99.4688,97.6397,100.9091,100.6328,99.6384,100.3588,103.4635,101.0841,104.6737,95.8252,99.3397,106.9218,96.9398,101.325,98.0464,94.8561,100.8884,99.5352,102.6833,105.7546,97.6497,103.1647
2019-02-11,101.1247,95.8481,102.6935,100.5884,100.4038,97.3698,99.4226,98.2843,100.6055,101.5455,96.5943,94.4894,96.9475,100.7301,95.095,97.9469,94.5454,101.2986,98.5772,97.0109,100.0659,99.372,98.8332,98.9892,101.7539,100.3146,104.0141,94.796,97.8151,105.9069,96.8618,100.1105,97.0391,94.5784,99.2864,99.1373,101.7735,105.3326,96.3629,102.562
2019-02-12,103.0122,97.5368,104.0042,102.3156,102.399,99.4558,101.8866,99.6295,102.1525,103.6029,98.4095,95.9043,98.0047,101.9596,96.5582,99.9994,96.5545,104.3777,100.2908,98.4718,102.0463,101.802,100.4347,101.2659,103.6898,102.211,105.6525,96.8647,100.1345,107.8487,97.8191,101.5859,98.5576,96.2587,100.1219,100.5108,103.3298,106.9836,97.9981,104.3255
2019-02-13,101.5783,95.7687,101.8864,99.3001,100.2184,98.1165,99.44,98.1749,100.2074,101.8796,96.5492,93.3815,97.1992,99.9243,95.4035,97.1189,93.7044,103.7201,99.0307,96.8609,100.7535,101.0359,98.864,98.611,101.4585,100.4849,103.9502,95.3322,99.0212,105.9308,95.1057,99.6949,96.9937,96.0443,97.5905,99.5315,101.7641,106.188,97.0064,103.3325
2019-02-14,101.7098,96.2139,102.9843,101.1761,101.5149,98.8319,101.0608,99.1128,101.2451,102.2104,97.5011,94.014,97.9415,100.1764,95.9834,97.2626,93.768,104.2577,99.7066,97.352,101.334,102.2291,99.6794,99.7084,101.0562,101.6463,104.1554,95.8581,99.4501,105.8728,93.9656,100.5063,97.7836,96.8542,97.2103,100.3361,102.5505,107.4257,98.7472,104.9029
2019-02-15,103.7657,98.9247,105.4961,105.8711,105.5494,100.9467,103.8832,101.8735,103.7814,105.1085,100.2616,97.8869,99.4293,102.4344,98.1431,100.3689,95.4324,108.1357,102.126,100.1869,103.5656,104.7434,101.7294,103.1807,103.1079,104.2898,107.3331,98.1445,99.8719,108.4654,96.3261,104.0445,99.8692,98.8785,99.8045,102.5205,104.3886,111.1288,102.0733,107.7571
2019-02-18,103.5127,97.694,103.4013,104.4592,104.4871,98.3366,102.8415,101.3512,102.0468,104.0486,98.4003,97.3138,99.2146,101.7754,96.9662,98.7121,94.8922,107.8739,100.7467,98.5791,103.2867,103.7575,100.677,102.3579,101.7267,103.0467,105.2143,97.1061,98.2917,107.6893,95.2581,103.7616,98.7802,98.4686,98.0983,101.3182,103.008,111.8291,101.2531,105.5609
2019-02-19,103.9197,97.1176,102.9385,105.4686,104.571,98.7168,103.2186,101.2964,101.6581,103.3188,97.4108,96.351,98.8106,102.1436,96.6986,97.5573,95.5116,107.4235,99.9672,98.9157,101.7152,103.903,100.0695,101.9423,101.4731,102.6326,104.4131,96.0628,97.9621,105.7926,96.113,103.1837,97.9871,98.73,97.8067,100.8758,102.2924,111.1599,100.522,105.5411
2019-02-20,103.9374,97.3091,102.1015,105.7238,104.3926,99.1191,104.2193,101.8766,101.3477,104.1228,97.575,96.4032,99.791,101.5515,96.9464,98.4932,95.5087,108.6847,100.344,99.0823,102.9483,104.4722,100.3824,102.0642,102.8048,103.0169,105.4354,96.0622,98.333,105.9536,95.3264,102.9659,98.4103,99.2615,98.0306,100.7345,102.4983,112.6308,100.8449,105.2019
2019-02-21,103.4562,97.0175,101.2959,104.7274,103.3502,98.8521,104.0684,101.6993,100.3454,103.0183,97.0152,95.2616,99.171,101.6966,96.5009,99.1053,95.3506,107.9711,99.6426,98.5346,102.2046,103.9455,100.2224,101.2616,102.316,102.3493,104.296,95.5474,98.0686,105.156,95.1511,102.7669,97.9606,98.8438,98.1996,100.3064,102.5143,112.5034,100.5595,104.4149
2019-02-22,101.1199,95.4815,99.4163,102.0546,100.6112,97.3619,102.551,99.6899,99.0665,100.4023,94.6782,93.147,98.0193,99.6401,94.8755,97.6474,93.9416,106.0286,97.8995,97.4943,99.5094,103.0997,98.689,99.3106,102.1172,101.1513,101.3652,94.0455,95.6101,101.9868,94.9078,100.8513,96.7587,98.0505,95.867,98.7275,100.8773,110.7613,98.7058,103.4818
2019-02-25,102.0524,95.2224,100.0133,103.4971,100.9309,97.55,103.056,100.6065,98.7317,100.3027,94.3147,93.4511,97.0098,99.9423,95.2266,97.1837,95.2028,105.7163,97.7861,96.6513,99.236,103.6961,98.92,99.6007,102.4445,101.9712,99.9034,94.5732,95.8291,103.0731,95.1483,101.0211,96.8855,98.1919,96.7477,97.8657,101.3449,111.3728,99.2712,102.5128
2019-02-26,101.368,94.2861,99.2006,101.4163,99.5039,96.2487,101.5873,100.5118,96.6514,99.2977,93.0896,92.5439,95.6349,97.8422,94.6921,96.8289,93.5043,104.0946,96.4349,96.2849,97.4735,102.6706,98.0973,97.487,102.2179,100.5635,99.2562,93.3412,94.1612,101.1524,93.2286,99.1788,95.3491,96.96,95.0355,96.4943,100.0916,110.1247,98.0039,102.5115
2019-02-27,103.2772,94.4673,98.9026,102.6862,100.1693,97.0588,102.1478,100.879,97.4853,99.5816,93.255,93.8053,95.3609,98.6917,95.1783,96.631,93.9252,105.1985,96.8213,97.5834,97.6268,102.9735,98.8314,99.0888,101.1066,101.216,100.3361,93.7962,94.673,102.1419,95.4423,98.9479,95.2018,97.4753,93.5945,96.8302,100.8567,110.6553,98.3315,103.5215
2019-02-28,101.6865,93.6097,98.6769,100.9979,99.2071,95.5115,100.5492,99.8594,96.3785,98.2116,91.679,91.0453,94.2305,96.5913,94.0367,95.341,92.6449,103.3765,95.4751,97.2183,96.2447,101.6508,98.3578,97.3564,100.7937,100.2519,99.1017,92.3545,93.3002,100.7355,95.7032,97.8674,93.9031,96.4819,92.8541,97.1822,100.4897,108.8936,97.4071,102.8512
2019-03-01,103.2456,95.7092,99.2292,102.7822,101.9443,97.0834,102.1803,101.6435,98.0981,100.4088,93.3946,93.1692,96.0907,98.5216,95.136,97.3606,94.5068,105.5206,97.8403,97.7749,97.5162,103.2221,100.4464,100.7306,102.4813,102.4197,99.8979,94.8421,95.5385,102.3767,96.9762,99.2432,95.829,97.8241,93.8188,98.6516,102.0298,110.6332,99.2688,104.9528
2019-03-04,102.5745,94.1019,98.7942,102.5635,100.2344,96.6844,101.073,101.1988,97.1362,99.6614,92.3453,93.0398,94.9484,97.8006,94.5195,97.4505,95.4874,105.0434,96.6935,97.3932,96.4836,102.6439,99.6019,99.7525,101.6147,101.8317,98.9631,93.8373,94.9935,101.276,96.861,98.0501,95.1513,96.6307,94.1389,98.0864,101.4135,110.5966,99.3405,104.8995
2019-03-05,102.7162,93.7861,98.0841,101.8484,99.5824,96.3072,100.3497,100.827,96.9193,99.4483,91.732,92.3702,95.1789,97.5712,94.5879,97.5804,95.1679,106.2598,96.2491,97.851,96.1278,102.8102,99.8436,99.0736,102.6487,101.0167,99.497,93.7022,94.6141,100.7285,97.1668,98.5134,94.6439,96.963,94.0724,99.2342,100.8477,110.8824,98.6955,104.7646
2019-03-06,103.5627,94.626,98.6253,102.6797,101.114,97.3029,101.4127,101.0227,97.6073,100.7323,92.5068,94.3292,95.5034,98.1295,94.6624,98.4177,95.5213,105.9196,97.6566,99.3544,97.5648,102.9181,100.7011,99.4587,103.0748,102.1234,99.493,94.7891,96.3376,101.7614,98.3711,99.5341,95.4982,97.8362,94.8712,99.0352,101.9619,112.0943,101.7841,106.1179
2019-03-07,101.6134,92.9107,97.9068,101.9235,99.1847,95.6299,99.8174,100.0359,96.8386,99.1477,91.0929,92.432,94.8289,97.0602,93.4779,96.3471,93.2422,105.7402,96.4492,97.5317,96.0865,100.4229,99.2162,97.9412,100.9727,100.7114,98.9495,93.1734,94.8745,99.775,96.3736,98.6745,94.1348,97.1822,93.8137,96.8025,99.4573,112.212,101.401,104.3147
2019-03-08,102.5325,93.6896,98.4627,103.551,99.2461,95.355,100.4224,100.5495,96.5828,99.3528,91.1754,92.9394,95.8826,97.556,93.5517,97.2212,94.4564,105.9495,97.3396,98.2319,96.5918,100.1654,99.264,97.7514,101.7337,101.4315,98.0004,93.3233,94.2481,99.596,96.8367,99.1751,94.552,97.6961,93.7325,96.5554,98.9916,114.2083,100.9629,105.089
2019-03-11,104.5788,95.0509,100.4414,105.9391,101.5546,96.7265,100.9863,102.1714,98.2879,101.2383,92.7552,94.1196,97.8623,98.9517,94.6274,98.6496,95.379,108.7284,99.1853,100.3318,98.0477,101.4061,100.6947,99.943,101.9613,102.8022,98.6226,94.5102,96.2566,101.892,99.0192,101.1663,96.402,98.3444,96.2721,97.6632,100.5703,116.1037,103.6289,106.8524
2019-03-12,102.1432,92.8558,99.0223,103.1339,98.7402,95.6176,99.0889,100.833,96.7536,98.8834,90.7697,91.1613,96.0082,97.5086,92.8355,96.7266,94.021,107.3091,97.0233,98.7877,96.6988,100.3494,99.4704,98.2963,100.6807,100.2844,96.9914,92.9479,94.8089,99.8382,97.934,98.9018,94.3858,97.7196,94.2683,95.9485,98.2407,115.6939,101.4492,106.1171
2019-03-13,103.3409,93.1361,99.4193,103.0145,98.9321,94.8141,99.4181,100.9093,96.7268,98.4729,91.0701,91.9557,94.9137,97.6985,92.9482,96.2646,93.7698,108.9205,98.0052,98.3269,96.9679,100.4298,99.3555,98.2024,101.7702,100.0371,97.8907,93.1748,94.8307,100.1141,98.4144,99.8142,94.4236,97.7705,94.8263,95.8356,98.2354,116.2509,102.1637,106.475
2019-03-14,104.5115,93.7211,99.4395,103.4774,99.4752,95.3647,99.5682,101.6739,96.683,98.6979,91.6743,92.9638,95.5576,98.3078,93.0845,96.9456,93.1744,108.8044,98.593,98.9787,96.8391,100.9002,99.3958,98.9588,102.3765,100.1639,99.2545,93.9719,94.7235,100.0425,98.3405,100.3688,95.3649,97.8068,94.5472,95.3269,99.1313,116.6804,103.7079,106.9924
2019-03-15,105.5796,94.6384,100.2875,104.8672,100.4177,95.8311,100.4,102.4874,98.0177,99.9821,92.8818,94.162,96.3,99.1621,93.3505,98.2541,94.5515,109.8912,99.5881,100.2448,97.0887,102.0445,100.0018,99.9096,102.9385,100.8681,100.8578,94.8222,95.8695,101.9717,98.4962,101.2625,96.8491,98.6596,95.38,96.7545,100.3173,118.4109,104.2652,107.3069
2019-03-18,104.2551,93.6043,99.5125,102.3406,98.984,94.6081,98.0464,101.0988,96.272,98.622,91.8487,91.6487,94.4613,97.8939,92.3562,96.0158,92.6771,108.0283,98.1116,98.9883,95.9267,100.1018,98.5995,98.518,101.68,99.4153,100.6646,93.2607,95.1633,100.3556,96.3627,99.9391,95.2777,97.7039,93.2764,95.2757,100.1661,117.0217,102.3255,106.0757
2019-03-19,103.1799,92.2573,98.3488,101.134,96.9285,92.7138,96.8072,99.7885,94.6113,97.3725,90.5915,89.9064,92.8302,96.7392,91.138,94.9453,91.5125,105.8255,96.5942,97.1848,95.4175,99.5248,96.8013,96.5983,101.4391,97.7663,99.3705,91.366,93.378,97.6832,95.7285,97.9686,94.1332,98.1122,92.1665,94.7964,98.8974,113.6693,101.1851,105.1422
2019-03-20,103.2525,92.1454,97.7892,101.9507,98.2355,92.7722,97.8074,99.4695,95.581,97.4056,91.3031,91.4885,94.2256,97.1449,91.7936,95.937,92.4956,107.7193,97.2228,98.1478,95.8555,99.7542,96.6041,97.4428,101.1288,98.4769,99.5192,91.9284,94.2834,98.5572,96.0947,98.5085,95.4246,98.9653,92.7668,94.6857,99.4059,114.0966,101.678,106.1609
2019-03-21,103.6805,92.3443,98.2928,101.0229,98.6528,93.5761,98.4734,99.6926,95.9836,97.9077,91.5539,93.0979,93.8615,96.8549,91.731,96.7543,93.2666,108.1846,97.1965,98.1087,95.7309,101.0058,96.8015,98.432,101.9458,98.9501,100.7369,91.9445,94.7746,98.6014,95.5294,98.9041,96.2078,98.9596,93.4869,96.2683,99.7334,113.2785,100.5508,107.5659
2019-03-22,102.5499,92.4779,98.7783,100.664,99.3132,93.8536,99.4165,100.292,95.6328,98.4643,91.7649,93.3194,94.4202,97.3144,92.0157,96.9132,93.3945,107.335,98.1174,98.5542,95.8608,101.2487,97.1638,99.1316,103.6743,99.7523,102.0503,92.4066,94.5411,99.4716,96.4329,98.9896,96.3173,100.3699,94.1094,95.4661,99.6005,113.3073,101.6258,108.1738
2019-03-25,103.6094,93.0884,98.7299,100.7724,100.1442,94.0001,99.9741,100.8165,96.7456,98.5005,91.9393,92.7951,94.9265,98.3708,92.0228,97.4974,94.3326,107.4267,98.6098,99.6238,95.8849,101.4765,97.7475,99.4175,104.3982,99.9398,103.1653,92.8949,94.9284,100.5415,96.4048,100.3218,96.8006,99.6994,94.5209,95.8325,99.8792,113.3146,102.4148,108.5448
2019-03-26,101.8175,91.3961,97.4297,99.8259,98.9649,93.3496,99.5216,100.9458,95.8303,98.0175,91.1782,92.4568,94.0525,97.7909,91.2955,96.704,92.8946,105.2177,97.8884,98.219,94.7345,100.1139,96.7249,99.1509,103.6897,98.4284,102.8895,92.5783,93.9331,100.2199,95.2826,99.3077,95.5158,98.8019,95.332,94.5583,98.6633,112.2146,101.5651,108.2329
2019-03-27,103.1655,92.5818,98.5454,101.655,98.5473,93.8495,99.9216,101.0714,95.9939,98.3106,91.6961,92.6776,94.7007,98.2567,91.6458,96.9644,91.4074,105.4579,98.9453,98.8794,94.0401,100.5196,96.5492,98.9718,103.8371,99.0414,104.2318,92.4504,94.9759,100.3433,95.2129,100.7876,95.5429,98.6947,95.5987,94.8432,99.4346,111.6992,102.0291,108.1971
2019-03-28,103.3413,93.1483,99.1442,102.2836,99.1478,94.3818,100.7149,101.6213,96.4787,99.6884,91.8543,93.7803,96.0149,98.6,92.021,97.4762,92.2802,106.4983,99.1495,99.0935,94.2204,102.1755,96.6953,99.6023,103.8207,99.3728,104.8605,93.2153,94.8988,100.7337,95.3933,101.255,95.9244,98.9791,95.9696,94.5353,100.0805,111.1353,104.0889,109.3858
